packet_no,msg_type,src_mac,src_ip,xid,lease_time,relay_ip,dns,gateway,label,attack_type
145984,REQUEST,2d:95:29:99:2a:5d,0.0.0.0,61058,19824,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145985,DISCOVER,54:5f:9a:3b:59:7c,0.0.0.0,99664,12165,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
145986,REQUEST,dc:94:b0:37:4f:6f,192.168.1.165,46824,47016,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
145987,DISCOVER,37:34:d5:44:91:cb,0.0.0.0,6759,68591,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
145988,ACK,attacker,111.111.111.1,8365,2947,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_SPOOFING
145989,OFFER,attacker,111.111.111.1,78429,17192,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_SPOOFING
145990,OFFER,server,192.168.1.200,7470,31475,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145991,ACK,server,192.168.1.148,57975,6258,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145992,REQUEST,99:c5:0d:93:f7:95,0.0.0.0,53159,34366,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145993,REQUEST,b1:2d:66:f1:95:0f,0.0.0.0,32223,17097,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145994,DISCOVER,9e:03:8b:38:ca:17,0.0.0.0,19863,62958,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145995,DISCOVER,92:b8:f4:01:8a:d4,0.0.0.0,56297,29623,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145996,ACK,server,192.168.1.23,20064,74936,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145997,DISCOVER,77:75:0b:43:79:24,0.0.0.0,54464,40832,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
145998,DISCOVER,34:78:8d:f3:23:61,0.0.0.0,43315,84559,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
145999,DISCOVER,43:06:ca:03:2c:12,0.0.0.0,70837,33103,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146000,DISCOVER,9d:65:2e:cb:e2:00,0.0.0.0,8530,7405,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146001,OFFER,server,192.168.1.121,39779,35715,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146002,ACK,server,192.168.1.114,6849,72129,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146003,ACK,server,192.168.1.176,24080,15837,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146004,DISCOVER,b0:05:d1:75:2f:06,0.0.0.0,92295,66976,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146005,DISCOVER,de:5e:26:e0:36:d7,0.0.0.0,90681,37582,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146006,REQUEST,70:89:f0:dd:38:68,192.168.1.236,74406,54273,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
146007,OFFER,server,192.168.1.244,90399,30081,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146008,OFFER,server,192.168.1.44,46150,65637,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146009,ACK,server,192.168.1.19,78328,76398,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146010,DISCOVER,df:12:6c:6e:fd:30,0.0.0.0,83382,10288,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
146011,DISCOVER,11:f9:1e:91:16:cc,0.0.0.0,98494,19777,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146012,DISCOVER,42:1b:e8:0f:1d:7c,0.0.0.0,72029,32887,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146013,ACK,server,192.168.1.30,43327,35074,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146014,ACK,server,192.168.1.31,38911,40831,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146015,DISCOVER,4f:a7:dc:38:23:e8,0.0.0.0,30638,82615,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146016,ACK,server,192.168.1.6,75408,77758,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146017,DISCOVER,28:9f:0c:c4:8b:84,0.0.0.0,80143,10656,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
146018,DISCOVER,ce:7f:38:59:77:5e,0.0.0.0,5583,37607,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
146019,DISCOVER,5a:42:eb:05:33:43,0.0.0.0,13211,85252,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
146020,DISCOVER,2b:40:bc:99:18:00,0.0.0.0,24132,122,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146021,DISCOVER,ee:05:2a:0c:3d:35,0.0.0.0,82777,72452,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
146022,ACK,c3:ec:86:c1:91:67,192.168.1.91,47431,41110,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
146023,OFFER,server,192.168.1.72,26441,54789,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146024,ACK,server,192.168.1.196,59814,14156,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146025,OFFER,server,192.168.1.185,88050,18746,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146026,ACK,29:18:35:e1:81:3b,192.168.1.218,10898,25360,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
146027,REQUEST,5f:3e:1e:e7:80:77,0.0.0.0,53441,29696,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146028,REQUEST,15:92:8e:f8:4b:0c,192.168.1.13,32601,76620,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
146029,ACK,server,192.168.1.9,51464,11788,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146030,DISCOVER,66:fc:84:5c:c8:b9,0.0.0.0,62375,37376,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
146031,OFFER,server,192.168.1.168,5780,11037,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146032,REQUEST,d6:af:1f:81:60:2e,0.0.0.0,66301,11673,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146033,ACK,server,192.168.1.164,6613,84111,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146034,ACK,server,192.168.1.7,90417,48719,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146035,OFFER,server,192.168.1.63,90724,46650,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146036,REQUEST,d0:6f:df:3b:53:a2,0.0.0.0,32489,74980,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146037,REQUEST,2f:6e:bc:43:eb:30,192.168.1.208,60963,64855,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
146038,DISCOVER,ec:f4:71:4e:33:aa,0.0.0.0,37459,40697,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
146039,ACK,server,192.168.1.220,27727,66653,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146040,OFFER,server,192.168.1.205,36050,53292,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146041,REQUEST,79:34:54:d2:06:91,0.0.0.0,28684,76668,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146042,ACK,server,192.168.1.84,69084,68576,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146043,DISCOVER,00:33:f2:e2:a5:f5,0.0.0.0,88066,80490,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
146044,DISCOVER,11:eb:fd:67:4c:54,0.0.0.0,79514,57058,10.0.64.192,123.123.123.123,111.111.111.1,ATTACK,RELAY_ANOMALY
146045,OFFER,server,192.168.1.128,57308,24089,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146046,DISCOVER,a8:c4:e8:b4:87:db,0.0.0.0,1433,67575,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
146047,ACK,server,192.168.1.39,55935,9191,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146048,REQUEST,40:99:95:3f:5d:d6,192.168.1.197,94630,661,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
146049,OFFER,server,192.168.1.136,58452,14078,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146050,OFFER,server,192.168.1.150,67116,77602,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146051,DISCOVER,98:88:98:20:05:3a,0.0.0.0,48807,33573,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146052,ACK,server,192.168.1.66,59785,80740,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146053,REQUEST,23:77:65:20:b4:1e,0.0.0.0,22184,36583,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146054,ACK,c2:36:7a:4c:c0:91,192.168.1.61,76865,41956,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
146055,OFFER,rogue_server,10.0.0.5,27967,16104,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
146056,REQUEST,37:68:24:f1:69:b5,0.0.0.0,25454,50473,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146057,DISCOVER,ef:c5:83:dd:d6:cc,0.0.0.0,30730,52644,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
146058,OFFER,server,192.168.1.205,73241,58476,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146059,ACK,server,192.168.1.184,76448,56252,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146060,DISCOVER,8b:8f:4c:69:b4:ea,0.0.0.0,94826,78015,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146061,DISCOVER,1b:d7:28:45:2e:33,0.0.0.0,89902,13020,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
146062,REQUEST,bd:ad:a2:66:ff:b2,192.168.1.183,72562,53920,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
146063,DISCOVER,cd:4c:00:70:5f:6d,0.0.0.0,35552,18562,10.0.128.81,123.123.123.123,111.111.111.1,ATTACK,RELAY_ANOMALY
146064,REQUEST,8e:b3:ec:45:7b:ec,0.0.0.0,40514,56100,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146065,REQUEST,48:8e:05:3c:05:de,0.0.0.0,78019,55921,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146066,REQUEST,68:80:d0:40:4d:f7,0.0.0.0,16244,43111,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146067,DISCOVER,6f:46:69:26:78:91,0.0.0.0,18712,38935,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
146068,DISCOVER,e8:28:8b:44:1a:c8,0.0.0.0,35493,13161,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
146069,ACK,server,192.168.1.241,7748,60111,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146070,REQUEST,88:36:52:de:d2:1d,0.0.0.0,32767,15431,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146071,DISCOVER,21:1b:1b:b3:a6:86,0.0.0.0,90671,43623,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146072,OFFER,server,192.168.1.111,10050,19522,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146073,REQUEST,9f:7b:ae:63:9a:c6,192.168.1.122,40969,22939,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
146074,DISCOVER,29:ba:f9:ba:44:62,0.0.0.0,43658,1052,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146075,REQUEST,68:45:21:fb:d5:f4,0.0.0.0,37045,71982,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146076,DISCOVER,ad:6c:35:74:c1:7b,0.0.0.0,40665,82223,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146077,ACK,server,192.168.1.124,83521,18410,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146078,DISCOVER,b0:b5:e8:cd:81:8b,0.0.0.0,30755,46976,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146079,OFFER,server,192.168.1.5,74463,125,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146080,DISCOVER,46:64:af:7d:9f:6a,0.0.0.0,20617,10150,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146081,DISCOVER,7b:dc:03:1d:58:82,0.0.0.0,90447,59772,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
146082,ACK,server,192.168.1.109,64756,8724,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146083,OFFER,server,192.168.1.53,87262,9830,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146084,OFFER,attacker,111.111.111.1,26640,79784,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_SPOOFING
146085,DISCOVER,b3:22:80:fb:50:8c,0.0.0.0,66708,79126,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146086,OFFER,server,192.168.1.87,54286,78236,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146087,REQUEST,b1:cc:d7:96:bb:85,0.0.0.0,13656,40956,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146088,OFFER,server,192.168.1.18,71209,10920,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146089,REQUEST,fc:44:c8:4f:7d:a1,0.0.0.0,14265,82479,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146090,REQUEST,88:6f:de:9a:f7:70,0.0.0.0,94166,72372,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146091,OFFER,server,192.168.1.41,22064,77672,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146092,REQUEST,d7:c9:f2:53:04:0b,192.168.1.215,35514,10471,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
146093,ACK,server,192.168.1.85,57697,55126,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146094,ACK,server,192.168.1.189,84856,368,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146095,DISCOVER,24:11:6c:eb:7a:e4,0.0.0.0,70978,8027,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146096,DISCOVER,7b:94:d7:7c:52:83,0.0.0.0,68639,5024,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146097,DISCOVER,ab:31:67:d2:03:bc,0.0.0.0,73390,77761,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
146098,REQUEST,a0:59:e5:a7:e6:17,0.0.0.0,95746,15712,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146099,ACK,server,192.168.1.51,72340,25047,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146100,ACK,server,192.168.1.236,17867,83658,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146101,OFFER,server,192.168.1.243,68921,43775,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146102,ACK,server,192.168.1.170,54058,46373,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146103,REQUEST,06:65:8f:c0:f7:ae,0.0.0.0,73455,11317,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146104,DISCOVER,38:b4:ab:eb:25:c9,0.0.0.0,3731,7130,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
146105,OFFER,server,192.168.1.25,96769,62932,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146106,OFFER,server,192.168.1.49,46783,44997,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146107,OFFER,attacker,111.111.111.1,29289,20083,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_SPOOFING
146108,DISCOVER,1a:23:49:98:59:20,0.0.0.0,97445,72195,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
146109,REQUEST,0e:09:a3:67:d9:00,0.0.0.0,22815,29302,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146110,ACK,attacker,111.111.111.1,50399,46472,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_SPOOFING
146111,ACK,9f:d9:26:79:e9:e7,192.168.1.232,63620,78406,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
146112,DISCOVER,9a:d1:4a:ba:bd:e8,0.0.0.0,84989,29426,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146113,DISCOVER,99:b1:03:fe:b5:d3,0.0.0.0,52012,80569,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146114,ACK,server,192.168.1.113,29489,52612,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146115,OFFER,server,192.168.1.30,57542,3243,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146116,OFFER,server,192.168.1.197,1143,20923,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146117,DISCOVER,a4:36:a4:a8:e1:19,0.0.0.0,63432,61297,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
146118,REQUEST,a1:f1:8e:10:f0:ae,192.168.1.122,95713,38932,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
146119,DISCOVER,c6:7d:0e:02:24:10,0.0.0.0,83935,19161,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
146120,REQUEST,17:8a:f4:9e:9b:e9,0.0.0.0,98012,6461,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146121,ACK,server,192.168.1.160,23190,63661,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146122,DISCOVER,51:e4:53:58:30:c5,0.0.0.0,71996,18895,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146123,ACK,server,192.168.1.85,86909,62447,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146124,REQUEST,33:98:d2:c4:9f:0c,192.168.1.96,3620,45277,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
146125,OFFER,attacker,111.111.111.1,40262,7685,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_SPOOFING
146126,DISCOVER,c5:d2:9e:19:87:ce,0.0.0.0,2427,12899,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146127,DISCOVER,91:89:66:55:d1:4a,0.0.0.0,80332,21335,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146128,OFFER,server,192.168.1.195,23035,39108,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146129,DISCOVER,08:6e:62:ea:af:8b,0.0.0.0,29630,63492,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146130,ACK,server,192.168.1.52,14409,7875,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146131,OFFER,server,192.168.1.25,14731,9106,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146132,DISCOVER,89:1e:88:83:96:24,0.0.0.0,88024,46157,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
146133,REQUEST,04:5d:66:4c:85:5a,0.0.0.0,13908,68911,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146134,OFFER,server,192.168.1.67,84723,19509,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
146135,OFFER,server,192.168.1.160,82485,48339,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146136,REQUEST,58:41:85:13:bf:f9,192.168.1.84,84573,28185,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
146137,DISCOVER,db:6a:ef:23:83:7e,0.0.0.0,19823,73031,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146138,ACK,server,192.168.1.21,19677,82796,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146139,DISCOVER,ae:1a:fd:ff:87:18,0.0.0.0,11980,59493,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146140,REQUEST,26:07:e4:88:89:ce,192.168.1.61,14123,44804,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
146141,OFFER,server,192.168.1.175,25346,69086,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146142,DISCOVER,a4:16:11:a8:48:7f,0.0.0.0,96377,56030,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146143,OFFER,server,192.168.1.90,25656,4848,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146144,ACK,server,192.168.1.160,46589,61996,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146145,ACK,server,192.168.1.34,18335,79009,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146146,OFFER,server,192.168.1.192,14050,85686,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146147,ACK,server,192.168.1.252,80068,1351,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146148,DISCOVER,79:78:b4:6d:0a:f0,0.0.0.0,36776,67821,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
146149,OFFER,attacker,111.111.111.1,20476,71270,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_SPOOFING
146150,ACK,server,192.168.1.69,31048,37094,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146151,DISCOVER,fe:22:12:25:78:92,0.0.0.0,53030,17498,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146152,OFFER,server,192.168.1.78,7940,48335,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146153,ACK,server,192.168.1.101,40798,17487,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146154,OFFER,server,192.168.1.134,3002,2762,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146155,REQUEST,53:26:36:b6:7c:77,0.0.0.0,74258,69311,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146156,DISCOVER,75:17:77:ca:70:1c,0.0.0.0,39675,34813,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146157,REQUEST,b8:ee:b0:99:b1:87,0.0.0.0,20609,13707,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146158,REQUEST,01:e1:4a:6f:89:18,0.0.0.0,68152,21813,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146159,OFFER,server,192.168.1.132,78800,79780,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146160,DISCOVER,16:79:e9:4e:7c:07,0.0.0.0,71572,1807,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DHCP_STARVATION
146161,OFFER,server,192.168.1.7,17778,51931,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146162,DISCOVER,b2:e7:72:78:78:02,0.0.0.0,51946,12921,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146163,DISCOVER,d3:80:4e:d1:d6:7c,0.0.0.0,51513,77726,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146164,REQUEST,0a:a8:4e:b8:4e:57,0.0.0.0,86287,62925,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146165,OFFER,server,192.168.1.211,41986,83972,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146166,OFFER,server,192.168.1.10,75849,13696,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146167,REQUEST,07:3b:ae:80:2c:a4,0.0.0.0,49583,58551,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146168,DISCOVER,f5:7b:a7:dc:24:64,0.0.0.0,50775,31295,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146169,DISCOVER,e2:20:74:95:7c:04,0.0.0.0,99337,45155,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146170,DISCOVER,35:2f:1a:f3:d7:df,0.0.0.0,83091,77529,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146171,OFFER,server,192.168.1.112,66970,67645,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146172,REQUEST,82:d7:cd:b4:96:58,0.0.0.0,8777,46821,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146173,ACK,server,192.168.1.49,53008,36249,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146174,OFFER,server,192.168.1.216,12569,40173,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
146175,OFFER,server,192.168.1.233,15437,8107,10.0.72.184,123.123.123.123,111.111.111.1,ATTACK,RELAY_ANOMALY
146176,DISCOVER,a5:c8:8d:81:b6:0f,0.0.0.0,75101,86223,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146177,REQUEST,cc:f2:a5:12:49:67,0.0.0.0,2942,73934,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146178,DISCOVER,60:ce:28:8c:73:d0,0.0.0.0,34605,30962,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146179,OFFER,server,192.168.1.21,61742,32835,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
146180,ACK,1e:e8:b8:0b:48:db,192.168.1.198,69037,49322,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,DUPLICATE_IP
146181,OFFER,server,192.168.1.217,9688,35677,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146182,REQUEST,17:c3:be:8a:85:a8,0.0.0.0,90036,46370,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146183,REQUEST,25:0d:2a:da:8e:6c,192.168.1.66,4583,61281,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ABNORMAL_RENEWAL
146184,ACK,server,192.168.1.178,9326,47918,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146185,OFFER,server,192.168.1.240,70427,79074,0.0.0.0,8.8.8.8,192.168.1.1,BENIGN,NONE
146186,OFFER,server,192.168.1.247,99437,39787,0.0.0.0,123.123.123.123,111.111.111.1,ATTACK,ROGUE_DHCP
